Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score
S00350,19,Female,Aswan,Math,17,56.66,7.82,54.67,Low,41.08
S00351,21,Male,Mansoura,Arabic,20,94.25,3.89,80.05,Medium,60.75
S00352,22,Female,Giza,Science,22,100.0,10.71,100.0,Medium,65.17
S00353,22,Female,Alexandria,Arabic,17,66.97,10.22,82.37,Medium,45.72
S00354,20,Female,Cairo,Computer Science,22,44.18,10.19,89.45,Low,40.05
S00355,20,Male,Assiut,English,20,83.07,7.43,96.88,Medium,55.71
S00356,21,Male,Giza,Math,16,49.54,9.05,67.31,Low,36.96
S00357,16,Female,Alexandria,Computer Science,11,74.44,11.32,75.06,Low,43.58
S00358,17,Male,Cairo,Math,19,77.98,9.42,96.94,Medium,52.51
S00359,17,Female,Aswan,English,24,66.08,5.81,83.65,Medium,51.74
S00360,20,Male,Cairo,Arabic,11,79.66,9.68,85.93,Medium,45.93
S00361,17,Male,Giza,Computer Science,22,42.43,12.11,82.24,Low,39.26
S00362,16,Male,Giza,Math,11,81.92,6.56,84.15,Medium,46.95
S00363,21,Female,Alexandria,Math,16,41.4,10.1,75.86,Low,33.3
S00364,20,Male,Aswan,Science,14,58.03,7.45,61.27,Low,38.95
S00365,19,Female,Cairo,Computer Science,20,52.71,8.88,96.73,Low,42.05
S00366,22,Male,Cairo,Science,17,47.07,6.98,88.31,Low,36.76
S00367,21,Female,Cairo,Computer Science,16,81.79,8.54,97.07,Medium,51.47
S00368,22,Female,Alexandria,Computer Science,14,99.09,4.12,73.9,Medium,57.42
S00369,17,Female,Alexandria,Computer Science,15,99.78,1.0,73.27,Medium,58.65
S00370,15,Male,Mansoura,Arabic,24,82.48,6.29,81.52,Medium,59.12
S00371,17,Female,Mansoura,Arabic,24,46.51,9.28,86.81,Low,42.93
S00372,21,Male,Cairo,Computer Science,21,89.99,8.87,96.69,Medium,59.75
S00373,22,Female,Aswan,Science,16,71.03,12.54,88.88,Medium,46.63
S00374,15,Female,Mansoura,English,19,100.0,11.16,92.15,Medium,62.42
S00375,21,Male,Assiut,Computer Science,11,66.11,4.24,71.15,Low,39.83
S00376,18,Female,Giza,English,22,55.0,11.92,99.22,Low,44.92
S00377,21,Male,Mansoura,Arabic,18,69.36,3.69,74.29,Medium,47.71
S00378,20,Male,Assiut,English,17,68.95,11.01,79.77,Medium,46.61
S00379,15,Female,Giza,Arabic,24,56.82,12.71,83.98,Medium,47.57
S00380,18,Female,Cairo,Arabic,15,39.18,7.9,63.38,Low,31.38
S00381,15,Female,Alexandria,Science,22,100.0,11.03,100.0,Medium,65.17
S00382,17,Male,Alexandria,Arabic,23,55.99,9.48,72.81,Medium,46.28
S00383,21,Male,Cairo,English,18,39.42,3.33,52.09,Low,34.24
S00384,20,Female,Aswan,Computer Science,15,69.08,9.38,74.03,Low,44.84
S00385,20,Female,Cairo,Computer Science,13,38.26,8.44,72.47,Low,29.13
S00386,20,Female,Giza,Arabic,18,65.63,15.09,100.0,Medium,46.03
S00387,15,Female,Giza,Arabic,25,70.34,8.11,100.0,Medium,54.57
S00388,19,Male,Assiut,English,18,49.36,7.18,72.05,Low,38.71
S00389,18,Male,Cairo,Math,16,55.82,10.17,82.23,Low,39.79
S00390,19,Female,Assiut,English,20,77.56,6.9,65.41,Medium,53.24
S00391,16,Male,Giza,Computer Science,17,48.19,8.39,72.98,Low,37.27
S00392,20,Female,Cairo,Computer Science,13,48.83,8.93,71.16,Low,33.89
S00393,19,Female,Cairo,Computer Science,18,82.75,11.32,88.44,Medium,53.74
S00394,18,Male,Giza,Science,16,50.04,4.62,77.55,Low,37.18
S00395,15,Male,Alexandria,Arabic,22,47.46,8.43,66.07,Low,41.52
S00396,15,Male,Cairo,Computer Science,17,78.83,11.49,100.0,Medium,51.06
S00397,17,Female,Alexandria,Computer Science,18,64.16,8.89,90.4,Medium,45.37
S00398,19,Female,Alexandria,English,27,75.26,4.02,84.68,Medium,58.62
S00399,22,Female,Aswan,Science,21,68.86,10.15,72.47,Medium,50.24
S00400,20,Female,Assiut,Arabic,20,70.4,11.19,79.65,Medium,50.01
S00401,18,Male,Cairo,Computer Science,15,57.64,11.08,81.42,Low,39.69
S00402,17,Male,Alexandria,Science,19,65.31,5.09,65.04,Medium,46.81
S00403,16,Female,Cairo,Science,14,86.29,4.99,87.44,Medium,51.66
S00404,16,Male,Alexandria,Computer Science,11,63.61,10.16,89.87,Low,38.71
S00405,15,Female,Giza,English,18,45.38,13.87,77.84,Low,36.92
S00406,22,Male,Aswan,Math,21,43.54,11.16,75.15,Low,38.84
S00407,15,Female,Alexandria,Math,21,58.35,11.45,87.44,Medium,45.51
S00408,21,Female,Mansoura,English,18,100.0,8.52,84.2,Medium,61.5
S00409,19,Male,Alexandria,Math,20,72.81,5.02,56.34,Medium,51.1
S00410,19,Female,Giza,Computer Science,17,46.56,9.9,69.55,Low,36.54
S00411,22,Female,Cairo,Science,15,62.14,10.28,82.62,Low,41.71
S00412,21,Female,Cairo,Arabic,10,42.02,8.78,64.19,Low,28.08
S00413,16,Female,Mansoura,Computer Science,19,56.51,5.59,91.92,Low,42.85
S00414,22,Female,Aswan,Arabic,10,51.75,9.46,62.68,Low,32.45
S00415,16,Female,Giza,Computer Science,24,56.48,9.16,87.95,Medium,47.42
S00416,19,Male,Alexandria,English,16,70.08,15.62,100.0,Medium,46.2
S00417,20,Male,Giza,Computer Science,22,77.55,8.65,100.0,Medium,55.06
S00418,16,Female,Alexandria,English,17,98.1,13.06,93.79,Medium,59.73
S00419,20,Female,Mansoura,Arabic,19,71.36,5.64,83.61,Medium,49.53
S00420,20,Male,Cairo,Science,14,59.15,14.85,77.16,Low,39.45
S00421,22,Male,Giza,Math,26,31.12,3.71,53.41,Low,37.84
S00422,22,Male,Assiut,Arabic,21,49.62,6.06,74.02,Low,41.58
S00423,18,Male,Giza,Arabic,22,76.98,11.61,100.0,Medium,54.81
S00424,20,Male,Cairo,Computer Science,21,62.52,10.34,100.0,Medium,47.38
S00425,21,Female,Giza,Math,24,51.05,5.4,78.09,Low,44.97
S00426,15,Female,Assiut,Science,15,79.06,10.66,94.98,Medium,49.33
S00427,20,Male,Aswan,Science,16,68.43,5.66,62.93,Medium,45.46
S00428,22,Male,Aswan,Arabic,11,47.22,9.01,67.38,Low,31.33
S00429,15,Female,Alexandria,Science,22,93.9,5.02,88.77,Medium,62.42
S00430,21,Male,Mansoura,Computer Science,30,67.66,7.65,85.22,Medium,57.95
S00431,15,Female,Alexandria,Arabic,16,57.13,9.73,75.55,Low,40.38
S00432,18,Male,Alexandria,Computer Science,15,72.55,6.8,81.96,Medium,46.4
S00433,21,Male,Cairo,English,22,80.97,7.71,64.25,Medium,56.6
S00434,22,Female,Giza,Math,21,74.01,9.2,96.08,Medium,52.55
S00435,20,Female,Alexandria,Science,15,95.36,11.66,96.27,Medium,56.66
S00436,20,Female,Aswan,Math,23,54.76,4.74,72.87,Medium,45.73
S00437,17,Male,Alexandria,Math,25,59.29,12.27,85.3,Medium,49.6
S00438,21,Male,Aswan,English,18,93.91,16.4,100.0,Medium,58.76
S00439,20,Female,Giza,Computer Science,15,53.33,9.76,75.13,Low,37.75
S00440,22,Female,Cairo,Math,15,54.68,7.24,81.16,Low,38.36
S00441,19,Male,Aswan,Science,23,40.78,10.86,97.73,Low,39.43
S00442,15,Female,Giza,Computer Science,19,52.66,4.64,77.91,Low,41.11
S00443,19,Female,Alexandria,Math,11,46.63,9.86,86.91,Low,31.07
S00444,21,Female,Cairo,Computer Science,14,50.65,9.95,80.33,Low,35.63
S00445,21,Male,Mansoura,English,18,72.01,6.79,64.15,Medium,48.9
S00446,18,Male,Cairo,Science,27,49.4,9.61,86.26,Medium,46.98
S00447,16,Female,Aswan,English,17,57.7,8.43,96.67,Low,41.55
S00448,21,Male,Cairo,English,17,47.38,9.59,71.16,Low,36.9
S00449,21,Male,Cairo,Arabic,25,57.92,8.19,80.13,Medium,48.98
S00450,22,Female,Mansoura,Arabic,18,78.52,7.02,88.6,Medium,51.83
S00451,20,Male,Giza,Arabic,17,77.81,9.06,84.11,Medium,50.6
S00452,21,Male,Giza,Computer Science,17,54.12,5.41,68.17,Low,39.94
S00453,18,Female,Alexandria,English,19,88.09,9.62,83.96,Medium,57.06
S00454,21,Female,Giza,Science,22,99.72,11.05,100.0,Medium,65.04
S00455,18,Male,Giza,English,14,84.61,9.38,79.64,Medium,50.91
S00456,21,Male,Cairo,English,11,41.62,9.51,58.25,Low,28.81
S00457,16,Female,Alexandria,Arabic,18,53.4,9.5,65.25,Low,40.53
S00458,17,Male,Cairo,English,19,84.79,6.55,93.05,Medium,55.57
S00459,16,Male,Mansoura,Computer Science,12,83.64,11.89,96.28,Medium,48.64
S00460,18,Female,Mansoura,Math,28,62.4,7.88,95.66,Medium,53.75
S00461,21,Male,Giza,English,17,100.0,9.71,96.96,Medium,60.58
S00462,15,Female,Alexandria,Science,12,84.15,12.13,93.53,Medium,48.87
S00463,20,Male,Alexandria,Computer Science,25,45.68,9.67,91.43,Low,43.47
S00464,21,Female,Assiut,Math,25,90.12,11.16,96.05,Medium,63.47
S00465,20,Female,Giza,Math,18,60.41,6.43,82.47,Low,43.68
S00466,20,Male,Assiut,Math,20,80.09,8.39,85.87,Medium,54.37
S00467,16,Female,Cairo,English,21,78.09,8.54,78.67,Medium,54.39
S00468,19,Male,Alexandria,Science,22,54.0,11.42,96.08,Low,44.47
S00469,16,Female,Cairo,Math,13,82.68,6.26,71.03,Medium,49.12
S00470,16,Male,Aswan,Arabic,17,79.81,10.87,80.58,Medium,51.5
S00471,21,Male,Giza,Computer Science,15,65.31,12.2,88.84,Low,43.14
S00472,19,Male,Assiut,English,23,88.46,8.19,88.33,Medium,60.89
S00473,22,Female,Alexandria,Computer Science,12,81.19,19.11,100.0,Medium,47.54
S00474,18,Female,Cairo,Science,21,100.0,15.27,100.0,Medium,64.25
S00475,17,Male,Cairo,Math,21,91.65,11.14,89.04,Medium,60.49
S00476,22,Male,Giza,Math,18,62.05,7.69,66.71,Low,44.42
S00477,19,Male,Assiut,Arabic,15,74.78,9.43,81.14,Medium,47.4
S00478,21,Female,Assiut,Science,21,66.4,8.09,85.03,Medium,49.13
S00479,15,Male,Cairo,Arabic,8,91.68,11.7,85.24,Medium,48.59
S00480,19,Female,Alexandria,Science,18,92.82,10.62,96.11,Medium,58.27
S00481,21,Female,Giza,English,15,32.8,12.48,74.06,Low,28.51
S00482,21,Male,Alexandria,Arabic,19,68.37,11.78,84.83,Medium,48.18
S00483,20,Female,Giza,Computer Science,24,89.33,8.37,100.0,Medium,62.2
S00484,16,Male,Aswan,English,18,79.42,5.01,75.09,Medium,52.24
S00485,19,Female,Alexandria,English,18,58.25,12.27,80.96,Low,42.71
S00486,15,Female,Giza,Arabic,13,67.44,9.26,81.54,Low,42.26
S00487,21,Female,Assiut,English,14,72.01,8.05,63.72,Medium,45.24
S00488,20,Male,Mansoura,Science,21,81.38,8.75,85.22,Medium,55.87
S00489,16,Male,Alexandria,Computer Science,16,73.48,9.3,81.9,Medium,47.73
S00490,20,Male,Cairo,Math,19,83.79,9.86,86.03,Medium,55.12
S00491,20,Male,Cairo,Math,16,72.65,7.16,74.35,Medium,47.36
S00492,15,Male,Giza,Arabic,18,83.97,14.26,99.0,Medium,54.29
S00493,15,Male,Mansoura,Arabic,15,81.97,9.35,90.98,Medium,50.64
S00494,16,Male,Assiut,Computer Science,14,47.28,9.19,67.27,Low,34.11
S00495,15,Female,Giza,Math,23,75.69,11.6,98.32,Medium,55.14
S00496,19,Female,Cairo,Computer Science,21,89.66,1.64,87.97,Medium,59.6
S00497,22,Female,Assiut,Arabic,18,31.05,11.34,78.63,Low,30.47
S00498,15,Female,Alexandria,Math,10,46.84,9.83,45.7,Low,30.24
S00499,19,Male,Mansoura,Math,19,75.22,11.5,98.33,Medium,51.27
S00500,18,Female,Assiut,Science,20,79.62,5.98,86.17,Medium,54.16
S00501,21,Female,Cairo,Science,27,62.02,6.64,95.22,Medium,52.66
S00502,18,Male,Mansoura,Math,18,84.79,7.61,83.24,Medium,54.66
S00503,20,Male,Alexandria,Math,25,85.96,7.25,100.0,Medium,61.6
S00504,22,Male,Alexandria,Science,18,58.3,9.65,91.24,Low,42.74
S00505,16,Female,Giza,Science,16,59.95,5.37,58.41,Low,41.64
S00506,17,Female,Mansoura,Computer Science,18,60.31,15.73,84.11,Low,43.64
S00507,17,Male,Cairo,Computer Science,11,66.0,14.02,87.05,Low,39.78
S00508,16,Female,Cairo,Arabic,18,58.65,7.64,87.61,Low,42.89
S00509,20,Female,Cairo,Arabic,18,77.86,5.92,74.9,Medium,51.54
S00510,15,Female,Mansoura,Arabic,18,85.61,11.55,96.0,Medium,55.02
S00511,18,Male,Assiut,Computer Science,15,68.28,14.32,97.46,Low,44.48
S00512,15,Male,Giza,Science,17,52.3,12.68,88.61,Low,39.12
S00513,19,Male,Cairo,Science,16,68.84,9.05,93.93,Medium,45.64
S00514,21,Male,Cairo,Science,6,11.86,5.51,59.47,Low,10.84
S00515,18,Male,Assiut,Computer Science,18,70.58,8.78,87.63,Medium,48.26
S00516,18,Female,Alexandria,Arabic,23,49.2,12.73,83.83,Low,43.22
S00517,18,Male,Assiut,Math,20,51.12,11.92,71.42,Low,41.34
S00518,16,Female,Assiut,Science,13,70.37,9.77,77.98,Low,43.58
S00519,18,Female,Mansoura,English,14,76.78,4.08,75.87,Medium,47.38
S00520,22,Male,Giza,English,14,58.59,10.02,76.19,Low,39.2
S00521,15,Female,Mansoura,English,19,81.81,7.85,80.18,Medium,54.23
S00522,21,Female,Alexandria,Science,20,88.81,10.8,80.27,Medium,58.3
S00523,16,Female,Assiut,Math,24,64.59,9.51,65.86,Medium,51.07
S00524,15,Male,Alexandria,Math,12,58.03,14.5,82.94,Low,37.11
S00525,17,Female,Aswan,Math,20,70.07,10.87,87.12,Medium,49.86
S00526,17,Female,Giza,Math,12,43.98,6.83,48.54,Low,30.79
S00527,17,Male,Assiut,Computer Science,19,49.92,7.64,78.7,Low,39.88
S00528,21,Female,Alexandria,Math,22,66.53,9.38,72.99,Medium,50.11
S00529,22,Male,Aswan,Science,15,59.96,6.99,72.93,Low,40.73
S00530,20,Male,Cairo,Computer Science,20,66.88,4.5,74.22,Medium,48.43
S00531,16,Male,Alexandria,Arabic,21,77.86,16.01,98.72,Medium,54.29
S00532,22,Female,Cairo,Computer Science,15,28.12,6.49,70.24,Low,26.4
S00533,21,Female,Aswan,Math,20,55.57,16.97,81.39,Low,43.34
S00534,15,Female,Mansoura,Math,17,64.27,8.38,67.49,Low,44.5
S00535,18,Male,Assiut,Math,18,43.37,5.11,52.72,Low,36.02
S00536,21,Female,Alexandria,Math,18,86.39,9.26,100.0,Medium,55.38
S00537,15,Female,Assiut,Science,23,100.0,8.58,100.0,Medium,66.08
S00538,15,Female,Alexandria,English,25,73.38,10.76,85.31,Medium,55.94
S00539,19,Male,Giza,Arabic,21,45.93,9.41,82.71,Low,39.92
S00540,17,Female,Mansoura,English,19,93.05,5.78,72.48,Medium,59.29
S00541,18,Male,Alexandria,Arabic,19,79.38,9.17,100.0,Medium,53.14
S00542,21,Female,Giza,Computer Science,11,58.66,6.82,58.23,Low,36.48
S00543,19,Female,Assiut,Math,19,34.47,8.16,67.31,Low,32.93
S00544,20,Female,Cairo,Science,13,43.88,8.98,64.23,Low,31.66
S00545,16,Male,Assiut,English,18,70.71,9.56,76.15,Medium,48.32
S00546,15,Female,Alexandria,English,22,51.41,4.21,70.13,Low,43.3
S00547,17,Female,Assiut,Computer Science,14,52.34,5.05,77.04,Low,36.39
S00548,16,Male,Cairo,Computer Science,18,79.52,10.94,92.93,Medium,52.28
S00549,17,Male,Assiut,Computer Science,19,74.12,10.27,92.79,Medium,50.77
S00550,21,Male,Assiut,Math,16,84.08,12.46,77.2,Medium,52.5
S00551,16,Male,Mansoura,Science,21,90.15,6.26,78.41,Medium,59.82
S00552,16,Female,Alexandria,Arabic,19,68.56,15.04,93.2,Medium,48.27
S00553,16,Male,Assiut,Math,20,75.79,3.16,75.59,Medium,52.44
S00554,17,Female,Alexandria,Arabic,12,70.97,11.28,80.7,Low,42.94
S00555,16,Male,Cairo,Science,21,47.48,13.05,96.08,Low,40.62
S00556,16,Male,Cairo,Science,16,72.79,8.12,86.61,Medium,47.42
S00557,19,Male,Giza,Math,14,73.98,6.76,70.89,Medium,46.12
S00558,15,Male,Mansoura,English,13,80.63,9.5,81.34,Medium,48.2
S00559,16,Male,Giza,Science,17,89.27,8.89,95.27,Medium,55.75
S00560,21,Male,Mansoura,Science,27,65.66,8.0,92.46,Medium,54.3
S00561,15,Male,Assiut,Computer Science,21,60.07,10.52,63.88,Medium,46.28
S00562,15,Female,Giza,Arabic,18,56.72,14.52,100.0,Low,42.02
S00563,15,Female,Cairo,Computer Science,14,90.99,8.62,78.95,Medium,53.78
S00564,19,Female,Alexandria,Math,14,73.13,10.48,82.96,Medium,45.74
S00565,20,Male,Giza,Computer Science,19,52.23,14.64,83.34,Low,40.92
S00566,20,Female,Cairo,Math,21,51.22,11.08,84.76,Low,42.3
S00567,20,Female,Mansoura,Arabic,20,73.7,15.53,100.0,Medium,51.5
S00568,15,Female,Aswan,Computer Science,19,61.3,5.67,67.09,Medium,45.0
S00569,17,Male,Cairo,English,14,57.33,5.31,65.18,Low,38.63
S00570,20,Male,Cairo,Science,27,55.72,4.47,82.07,Medium,49.82
S00571,20,Male,Assiut,Arabic,15,53.3,11.53,57.64,Low,37.74
S00572,17,Female,Aswan,Arabic,20,89.27,7.33,79.2,Medium,58.5
S00573,21,Female,Aswan,Computer Science,18,62.74,11.75,81.81,Low,44.73
S00574,21,Female,Aswan,Arabic,18,81.97,8.27,65.67,Medium,53.39
S00575,21,Female,Alexandria,Computer Science,15,81.71,10.01,96.3,Medium,50.52
S00576,21,Female,Aswan,Arabic,22,36.53,5.95,55.06,Low,36.61
S00577,22,Male,Giza,Math,19,68.28,12.82,91.72,Medium,48.14
S00578,21,Male,Cairo,Math,19,59.2,6.86,67.23,Low,44.06
S00579,19,Male,Assiut,Science,13,75.58,13.8,90.68,Medium,45.93
S00580,18,Female,Alexandria,Math,17,75.09,7.87,100.0,Medium,49.37
S00581,17,Female,Mansoura,Computer Science,19,80.11,8.45,82.12,Medium,53.47
S00582,21,Male,Assiut,Arabic,16,67.32,9.63,69.66,Low,44.96
S00583,17,Female,Mansoura,Computer Science,11,66.39,10.54,78.31,Low,39.96
S00584,20,Female,Giza,English,19,75.93,11.87,97.8,Medium,51.59
S00585,19,Female,Giza,Computer Science,14,100.0,7.41,100.0,Medium,57.83
S00586,18,Male,Mansoura,Computer Science,20,58.34,7.81,78.35,Low,44.59
S00587,18,Male,Alexandria,Math,13,78.63,8.02,78.36,Medium,47.3
S00588,15,Female,Cairo,Computer Science,21,85.99,6.64,85.03,Medium,57.95
S00589,20,Male,Giza,Math,20,56.8,10.23,78.92,Low,43.89
S00590,15,Male,Mansoura,Arabic,17,85.92,6.7,92.18,Medium,54.25
S00591,15,Male,Aswan,Math,14,51.63,8.83,60.27,Low,36.07
S00592,17,Male,Mansoura,Computer Science,21,92.43,11.87,100.0,Medium,60.84
S00593,19,Female,Assiut,Math,23,34.87,10.53,67.86,Low,36.77
S00594,17,Male,Mansoura,Computer Science,23,75.43,8.0,72.03,Medium,55.03
S00595,22,Female,Cairo,Math,18,100.0,13.28,76.48,Medium,61.5
S00596,22,Male,Alexandria,Computer Science,19,50.52,8.0,93.2,Low,40.15
S00597,18,Male,Alexandria,Science,14,81.69,8.15,89.16,Medium,49.59
S00598,22,Male,Aswan,Computer Science,15,100.0,13.31,90.85,Medium,58.75
S00599,15,Male,Cairo,Arabic,14,32.36,14.49,71.68,Low,27.4
S00600,16,Male,Aswan,English,20,73.55,5.88,76.82,Medium,51.43
S00601,17,Male,Assiut,Science,17,50.46,16.28,94.06,Low,38.29
S00602,22,Male,Cairo,English,21,63.6,9.23,79.47,Medium,47.87
S00603,19,Male,Alexandria,Math,22,48.36,9.85,74.82,Low,41.93
S00604,20,Female,Cairo,Arabic,13,89.46,10.9,98.8,Medium,52.17
S00605,20,Male,Alexandria,Math,19,79.77,8.11,89.28,Medium,53.31
S00606,18,Male,Alexandria,Computer Science,16,70.73,5.8,80.46,Medium,46.5
S00607,22,Female,Mansoura,Computer Science,14,68.67,12.55,96.36,Low,43.73
S00608,22,Male,Alexandria,Arabic,20,67.37,3.68,77.34,Medium,48.65
S00609,18,Male,Mansoura,Computer Science,21,86.33,8.1,81.86,Medium,58.1
S00610,20,Male,Giza,Computer Science,21,97.86,8.19,100.0,Medium,63.29
S00611,19,Male,Mansoura,Science,17,85.5,9.77,82.35,Medium,54.06
S00612,19,Female,Mansoura,Science,14,95.33,11.56,75.96,Medium,55.73
S00613,15,Male,Assiut,English,17,50.99,12.59,79.21,Low,38.53
S00614,16,Female,Giza,Arabic,20,68.35,5.64,73.11,Medium,49.09
S00615,22,Male,Aswan,English,13,55.07,12.98,87.86,Low,36.7
S00616,16,Male,Mansoura,Science,16,87.13,4.87,68.81,Medium,53.88
S00617,20,Female,Mansoura,Science,11,98.86,7.43,75.68,Medium,54.57
S00618,22,Female,Cairo,Science,22,63.66,17.35,79.51,Medium,48.81
S00619,19,Female,Mansoura,Computer Science,15,59.98,11.84,86.41,Low,40.74
S00620,16,Female,Cairo,Science,11,61.95,12.39,100.0,Low,37.96
S00621,21,Female,Alexandria,Arabic,21,33.31,10.97,66.87,Low,34.24
S00622,15,Female,Assiut,Computer Science,19,76.71,15.99,97.49,Medium,51.94
S00623,20,Female,Giza,Science,16,64.94,15.05,89.32,Low,43.89
S00624,17,Female,Cairo,English,13,82.56,10.91,82.19,Medium,49.07
S00625,20,Male,Alexandria,Science,18,47.5,8.65,77.49,Low,37.88
S00626,18,Female,Giza,English,15,77.68,7.14,94.26,Medium,48.71
S00627,19,Female,Assiut,English,10,74.03,7.71,83.36,Low,42.48
S00628,18,Female,Cairo,Computer Science,16,34.23,9.77,76.67,Low,30.07
S00629,19,Male,Giza,Science,12,47.19,7.44,75.08,Low,32.24
S00630,22,Female,Alexandria,Arabic,15,53.98,10.49,71.65,Low,38.04
S00631,21,Male,Aswan,Computer Science,20,78.1,12.66,82.14,Medium,53.48
S00632,18,Female,Alexandria,Science,17,77.32,10.98,83.47,Medium,50.38
S00633,22,Female,Giza,Arabic,19,93.89,7.38,100.0,Medium,59.67
S00634,22,Female,Aswan,Computer Science,22,47.85,11.27,86.89,Low,41.7
S00635,20,Female,Aswan,Science,14,88.28,9.66,72.49,Medium,52.56
S00636,19,Male,Assiut,English,19,62.61,9.72,80.75,Medium,45.59
S00637,15,Female,Alexandria,Math,22,78.8,4.62,75.84,Medium,55.63
S00638,19,Female,Giza,Arabic,23,98.83,7.68,87.56,Medium,65.56
S00639,16,Male,Assiut,Computer Science,19,41.63,8.2,85.19,Low,36.15
S00640,16,Male,Mansoura,Math,13,83.3,5.98,67.2,Medium,49.4
S00641,21,Male,Aswan,Computer Science,19,61.86,6.75,59.08,Medium,45.25
S00642,17,Male,Cairo,Science,18,100.0,7.9,96.71,Medium,61.5
S00643,19,Male,Giza,English,17,90.75,9.75,78.08,Medium,56.42
S00644,21,Female,Aswan,Math,24,100.0,8.49,93.66,Medium,67.0
S00645,19,Male,Mansoura,Math,19,37.97,13.19,60.16,Low,34.5
S00646,21,Female,Assiut,Math,19,44.97,8.69,80.85,Low,37.65
S00647,21,Female,Cairo,Math,20,35.35,8.25,73.86,Low,34.24
S00648,18,Male,Assiut,Computer Science,26,73.43,13.58,95.7,Medium,56.88
S00649,22,Male,Alexandria,Arabic,15,100.0,12.16,89.5,Medium,58.75
S00650,22,Male,Giza,Computer Science,11,55.54,11.72,97.03,Low,35.08
S00651,17,Female,Giza,Arabic,12,55.29,8.31,81.91,Low,35.88
S00652,21,Male,Giza,English,17,66.23,8.82,83.67,Medium,45.39
S00653,16,Female,Alexandria,Science,13,55.76,9.66,77.92,Low,37.01
S00654,15,Male,Cairo,Arabic,15,64.06,11.59,96.43,Low,42.58
S00655,19,Male,Alexandria,Science,18,87.57,6.54,93.21,Medium,55.91
S00656,19,Male,Cairo,Computer Science,15,78.67,13.76,87.59,Medium,49.15
S00657,19,Male,Giza,Math,18,98.75,4.26,60.38,Medium,60.94
S00658,21,Male,Aswan,Computer Science,22,56.55,8.55,83.0,Medium,45.61
S00659,18,Female,Mansoura,Science,22,81.41,14.98,98.69,Medium,56.8
S00660,21,Female,Cairo,Science,12,70.61,8.54,84.86,Low,42.77
S00661,22,Female,Assiut,Computer Science,20,53.41,10.2,93.91,Low,42.37
S00662,15,Male,Cairo,Arabic,17,76.46,7.69,81.4,Medium,49.99
S00663,18,Female,Alexandria,Computer Science,11,71.45,12.43,66.07,Low,42.24
S00664,16,Female,Giza,English,14,81.79,14.81,93.33,Medium,49.64
S00665,20,Male,Aswan,Computer Science,19,76.17,9.51,86.61,Medium,51.69
S00666,18,Male,Cairo,Arabic,26,71.3,7.32,90.27,Medium,55.92
S00667,17,Male,Aswan,Computer Science,18,75.47,14.74,100.0,Medium,50.46
S00668,17,Male,Assiut,English,19,53.46,14.67,68.18,Low,41.47
S00669,17,Male,Giza,English,13,59.56,10.06,64.57,Low,38.72
S00670,15,Female,Mansoura,English,16,49.14,13.1,78.7,Low,36.78
S00671,15,Male,Giza,English,15,44.25,3.69,70.4,Low,33.66
S00672,20,Male,Assiut,Computer Science,22,56.81,7.71,57.31,Medium,45.73
S00673,22,Male,Mansoura,Science,19,66.53,7.89,73.13,Medium,47.36
S00674,19,Female,Giza,Arabic,18,42.93,8.54,74.07,Low,35.82
S00675,22,Male,Cairo,English,21,86.99,5.87,80.19,Medium,58.4
S00676,16,Male,Mansoura,Science,22,67.93,11.82,100.0,Medium,50.74
S00677,22,Male,Cairo,Arabic,24,94.58,6.96,100.0,Medium,64.56
S00678,19,Female,Aswan,Arabic,9,70.36,10.21,82.51,Low,39.91
S00679,20,Male,Giza,English,17,71.6,8.02,90.23,Medium,47.8
S00680,15,Male,Giza,Math,19,37.75,8.99,76.13,Low,34.4
S00681,19,Male,Alexandria,English,28,53.6,10.61,73.72,Medium,49.79
S00682,18,Female,Alexandria,Math,27,69.04,9.59,80.24,Medium,55.82
S00683,22,Male,Aswan,Arabic,21,67.1,3.59,89.3,Medium,49.44
S00684,21,Male,Cairo,Math,23,47.88,9.06,72.91,Low,42.63
S00685,21,Female,Alexandria,Computer Science,18,84.03,10.98,91.8,Medium,54.31
S00686,22,Male,Giza,English,23,67.55,4.54,74.66,Medium,51.48
S00687,20,Female,Cairo,Computer Science,23,53.48,8.84,71.26,Medium,45.15
S00688,16,Male,Giza,Computer Science,20,52.48,10.9,99.34,Low,41.95
S00689,17,Female,Alexandria,Science,18,69.71,10.16,78.89,Medium,47.87
S00690,21,Male,Alexandria,Arabic,20,63.16,4.69,74.5,Medium,46.76
S00691,19,Male,Giza,Computer Science,20,61.3,6.48,76.15,Medium,45.92
S00692,22,Male,Aswan,English,19,54.55,12.27,70.56,Low,41.96
S00693,21,Male,Giza,Arabic,23,66.52,8.96,90.85,Medium,51.02
S00694,19,Male,Mansoura,Computer Science,19,89.0,11.0,96.55,Medium,57.47
S00695,16,Female,Cairo,Science,24,64.2,10.07,93.72,Medium,50.89
S00696,22,Female,Assiut,Computer Science,20,64.47,10.85,100.0,Medium,47.34
