Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score,Risk_Reason
S01074,19,Male,Assiut,Computer Science,19,60.73,10.08,78.36,Low,44.75,Low engagement and below-average academic performance
S01076,18,Female,Giza,Science,15,34.63,8.02,58.54,Low,29.33,Low engagement and below-average academic performance
S01081,18,Male,Assiut,English,11,64.55,8.75,68.32,Low,39.13,Low engagement and below-average academic performance
S01085,17,Female,Mansoura,Arabic,15,60.23,8.0,74.33,Low,40.85,Low engagement and below-average academic performance
S01086,22,Male,Alexandria,English,18,58.11,3.88,47.0,Low,42.65,Low engagement and below-average academic performance
S01088,21,Male,Aswan,Science,17,28.9,3.52,54.28,Low,28.59,Low engagement and below-average academic performance
S01092,18,Female,Alexandria,Math,9,64.05,9.8,79.79,Low,37.07,Low engagement and below-average academic performance
S01093,18,Male,Giza,English,14,62.11,7.64,72.29,Low,40.78,Low engagement and below-average academic performance
S01095,16,Female,Alexandria,Computer Science,13,43.03,5.41,66.05,Low,31.28,Low engagement and below-average academic performance
S01096,18,Female,Alexandria,Math,22,48.19,7.35,73.58,Low,41.85,Low engagement and below-average academic performance
S01098,20,Male,Alexandria,Math,11,73.7,7.56,77.67,Low,43.25,Low engagement and below-average academic performance
S01104,19,Female,Alexandria,Science,15,45.14,4.99,61.43,Low,34.06,Low engagement and below-average academic performance
S01106,19,Female,Cairo,English,22,28.48,10.82,79.95,Low,32.98,Low engagement and below-average academic performance
S01108,19,Male,Cairo,Science,16,55.56,10.05,62.74,Low,39.67,Low engagement and below-average academic performance
S01110,16,Female,Cairo,Math,13,45.57,15.85,67.32,Low,32.42,Low engagement and below-average academic performance
S01120,17,Female,Alexandria,Arabic,17,55.35,10.7,73.61,Low,40.49,Low engagement and below-average academic performance
S01121,15,Female,Cairo,Science,13,36.94,3.22,55.92,Low,28.54,Low engagement and below-average academic performance
S01122,22,Female,Cairo,Arabic,23,45.94,7.74,79.19,Low,41.76,Low engagement and below-average academic performance
S01128,22,Male,Mansoura,English,15,62.04,5.73,68.96,Low,41.67,Low engagement and below-average academic performance
S01132,16,Male,Mansoura,Arabic,27,42.52,13.43,78.68,Low,43.88,Low engagement and below-average academic performance
S01136,19,Female,Aswan,Computer Science,16,54.48,10.83,79.41,Low,39.18,Low engagement and below-average academic performance
S01141,16,Male,Assiut,Computer Science,18,57.74,5.1,79.74,Low,42.48,Low engagement and below-average academic performance
S01142,18,Female,Assiut,Arabic,15,53.18,8.33,63.55,Low,37.68,Low engagement and below-average academic performance
S01157,21,Female,Mansoura,Arabic,18,37.65,6.72,80.39,Low,33.44,Low engagement and below-average academic performance
S01158,15,Male,Giza,Science,9,74.62,9.49,69.18,Low,41.83,Low engagement and below-average academic performance
S01167,20,Female,Assiut,Computer Science,17,47.04,6.32,54.53,Low,36.75,Low engagement and below-average academic performance
S01173,17,Female,Mansoura,Math,18,50.26,9.2,70.4,Low,39.12,Low engagement and below-average academic performance
S01178,15,Female,Cairo,Math,14,60.29,8.02,66.59,Low,39.96,Low engagement and below-average academic performance
S01179,20,Female,Cairo,Arabic,13,52.5,9.13,80.44,Low,35.54,Low engagement and below-average academic performance
S01181,15,Male,Cairo,Computer Science,21,54.26,9.4,79.44,Low,43.67,Low engagement and below-average academic performance
S01183,17,Male,Mansoura,English,11,72.7,8.63,67.63,Low,42.8,Low engagement and below-average academic performance
S01193,18,Female,Giza,English,17,44.14,8.76,71.03,Low,35.45,Low engagement and below-average academic performance
S01194,22,Male,Cairo,Arabic,12,73.81,9.14,75.67,Low,44.21,Low engagement and below-average academic performance
S01201,16,Male,Mansoura,Arabic,7,52.57,14.42,72.1,Low,30.07,Low engagement and below-average academic performance
S01204,22,Male,Cairo,Science,22,38.59,7.63,55.77,Low,37.53,Low engagement and below-average academic performance
S01209,22,Female,Cairo,Math,15,62.11,9.68,75.23,Low,41.7,Low engagement and below-average academic performance
S01216,17,Female,Alexandria,English,22,46.97,4.11,66.81,Low,41.3,Low engagement and below-average academic performance
S01217,21,Male,Mansoura,Math,13,55.65,14.46,74.27,Low,36.96,Low engagement and below-average academic performance
S01220,22,Female,Cairo,English,19,53.71,6.21,77.15,Low,41.59,Low engagement and below-average academic performance
S01221,20,Male,Assiut,Computer Science,13,67.71,7.76,61.43,Low,42.39,Low engagement and below-average academic performance
S01222,19,Male,Alexandria,English,18,46.56,7.64,64.14,Low,37.45,Low engagement and below-average academic performance
S01223,18,Male,Alexandria,Computer Science,16,53.53,13.29,67.89,Low,38.76,Low engagement and below-average academic performance
S01224,21,Male,Cairo,Computer Science,16,56.06,7.59,60.57,Low,39.89,Low engagement and below-average academic performance
S01226,17,Male,Alexandria,English,16,65.66,5.87,75.92,Low,44.21,Low engagement and below-average academic performance
S01229,19,Female,Mansoura,English,24,46.63,7.8,58.79,Low,42.98,Low engagement and below-average academic performance
S01232,16,Male,Cairo,Science,19,41.13,3.59,63.01,Low,35.93,Low engagement and below-average academic performance
S01233,17,Male,Aswan,Computer Science,17,16.39,10.67,61.41,Low,22.96,Low engagement and below-average academic performance
S01238,22,Female,Giza,Computer Science,16,58.71,10.58,80.37,Low,41.09,Low engagement and below-average academic performance
S01243,16,Male,Alexandria,Math,13,71.11,10.65,79.94,Low,43.92,Low engagement and below-average academic performance
S01247,18,Male,Assiut,English,14,66.07,7.17,58.79,Low,42.56,Low engagement and below-average academic performance
S01250,19,Male,Alexandria,English,10,49.94,9.25,52.67,Low,31.64,Low engagement and below-average academic performance
S01253,22,Female,Cairo,Computer Science,24,45.34,4.41,74.71,Low,42.4,Low engagement and below-average academic performance
S01256,22,Female,Aswan,Computer Science,16,22.66,7.5,60.66,Low,24.86,Low engagement and below-average academic performance
S01259,15,Male,Aswan,English,12,63.3,4.82,66.24,Low,39.48,Low engagement and below-average academic performance
S01260,22,Male,Alexandria,English,12,66.18,6.41,68.94,Low,40.78,Low engagement and below-average academic performance
S01264,19,Male,Cairo,Computer Science,20,37.3,4.63,72.71,Low,35.12,Low engagement and below-average academic performance
S01268,22,Female,Alexandria,English,19,36.13,7.29,59.25,Low,33.68,Low engagement and below-average academic performance
S01271,20,Female,Assiut,English,16,65.0,10.86,76.11,Low,43.92,Low engagement and below-average academic performance
S01272,20,Female,Alexandria,English,21,50.98,10.62,80.38,Low,42.19,Low engagement and below-average academic performance
S01273,16,Male,Cairo,Science,16,44.92,12.28,73.38,Low,34.88,Low engagement and below-average academic performance
S01275,16,Male,Giza,Computer Science,11,41.51,9.47,74.72,Low,28.76,Low engagement and below-average academic performance
S01281,15,Male,Aswan,Arabic,9,53.57,8.1,69.47,Low,32.36,Low engagement and below-average academic performance
S01288,19,Female,Cairo,Math,19,43.43,5.81,68.02,Low,36.96,Low engagement and below-average academic performance
S01289,21,Female,Mansoura,Science,20,32.54,4.59,66.26,Low,32.98,Low engagement and below-average academic performance
S01300,15,Female,Aswan,Arabic,21,45.73,6.85,77.65,Low,39.83,Low engagement and below-average academic performance
S01304,17,Male,Aswan,Computer Science,21,51.83,7.17,64.93,Low,42.57,Low engagement and below-average academic performance
S01305,20,Male,Giza,Science,23,41.4,6.28,79.02,Low,39.71,Low engagement and below-average academic performance
S01310,19,Male,Cairo,Science,12,65.12,5.64,63.7,Low,40.3,Low engagement and below-average academic performance
S01311,16,Male,Alexandria,Math,13,65.78,6.16,72.56,Low,41.52,Low engagement and below-average academic performance
S01312,18,Female,Cairo,Math,15,64.73,7.8,60.27,Low,42.88,Low engagement and below-average academic performance
S01320,20,Female,Cairo,Math,15,62.91,2.99,60.92,Low,42.06,Low engagement and below-average academic performance
S01327,22,Male,Giza,Computer Science,14,50.55,2.54,68.88,Low,35.58,Low engagement and below-average academic performance
S01329,16,Male,Assiut,Science,10,69.42,9.58,59.15,Low,40.41,Low engagement and below-average academic performance
S01333,22,Female,Giza,Math,14,66.31,8.79,69.09,Low,42.67,Low engagement and below-average academic performance
S01334,22,Male,Assiut,Computer Science,18,57.09,3.34,72.34,Low,42.19,Low engagement and below-average academic performance
S01337,20,Male,Alexandria,Arabic,12,39.93,11.0,54.03,Low,28.97,Low engagement and below-average academic performance
S01339,18,Male,Alexandria,English,10,75.54,12.17,77.51,Low,43.16,Low engagement and below-average academic performance
S01341,19,Male,Cairo,Computer Science,16,65.78,3.54,80.26,Low,44.27,Low engagement and below-average academic performance
S01342,20,Female,Alexandria,Computer Science,18,42.41,13.02,75.64,Low,35.58,Low engagement and below-average academic performance
S01343,16,Female,Giza,Science,12,56.27,11.64,78.34,Low,36.32,Low engagement and below-average academic performance
S01344,15,Male,Mansoura,Math,10,64.8,2.24,73.11,Low,38.33,Low engagement and below-average academic performance
S01348,15,Male,Assiut,English,10,58.31,11.85,72.9,Low,35.41,Low engagement and below-average academic performance
S01350,19,Male,Mansoura,English,19,50.22,10.67,66.18,Low,40.02,Low engagement and below-average academic performance
S01353,18,Female,Aswan,Math,14,59.24,4.96,66.24,Low,39.49,Low engagement and below-average academic performance
S01356,20,Female,Alexandria,English,19,38.52,8.54,80.0,Low,34.75,Low engagement and below-average academic performance
S01357,18,Female,Mansoura,Computer Science,17,64.11,9.96,69.19,Low,44.43,Low engagement and below-average academic performance
S01365,16,Male,Giza,Math,18,49.6,8.93,75.83,Low,38.82,Low engagement and below-average academic performance
S01366,19,Female,Giza,Arabic,17,48.0,9.92,71.56,Low,37.18,Low engagement and below-average academic performance
S01367,22,Female,Mansoura,English,21,47.9,12.71,77.2,Low,40.8,Low engagement and below-average academic performance
S01375,16,Male,Alexandria,Science,14,54.0,9.97,60.56,Low,37.13,Low engagement and below-average academic performance
S01376,17,Male,Cairo,Math,9,66.9,8.61,75.39,Low,38.36,Low engagement and below-average academic performance
S01379,21,Male,Cairo,English,16,65.46,5.57,58.15,Low,44.12,Low engagement and below-average academic performance
S01382,22,Female,Cairo,Arabic,17,57.45,6.16,73.03,Low,41.44,Low engagement and below-average academic performance
S01383,21,Female,Aswan,Math,16,60.61,3.78,75.28,Low,41.94,Low engagement and below-average academic performance
S01384,16,Male,Mansoura,Science,21,42.86,7.14,63.88,Low,38.54,Low engagement and below-average academic performance
S01387,20,Male,Aswan,Arabic,16,56.18,11.02,58.4,Low,39.95,Low engagement and below-average academic performance
S01392,19,Male,Alexandria,Science,23,43.88,5.9,75.58,Low,40.83,Low engagement and below-average academic performance
S01399,19,Female,Giza,Arabic,15,67.5,13.93,77.37,Low,44.12,Low engagement and below-average academic performance
S01404,22,Female,Giza,English,14,56.21,8.91,61.85,Low,38.13,Low engagement and below-average academic performance
S01406,19,Female,Cairo,Science,19,61.24,11.81,71.87,Low,44.97,Low engagement and below-average academic performance
S01410,20,Female,Mansoura,Arabic,14,38.15,5.56,72.62,Low,30.0,Low engagement and below-average academic performance
S01413,17,Female,Alexandria,Math,16,21.08,5.36,53.2,Low,24.15,Low engagement and below-average academic performance
S01417,17,Male,Alexandria,Math,14,57.56,10.17,71.7,Low,38.74,Low engagement and below-average academic performance
S01421,19,Male,Aswan,English,16,46.28,9.71,72.96,Low,35.49,Low engagement and below-average academic performance
S01422,21,Male,Mansoura,Computer Science,24,45.49,10.98,65.53,Low,42.47,Low engagement and below-average academic performance
S01435,22,Female,Aswan,Arabic,13,22.53,15.26,79.92,Low,22.06,Low engagement and below-average academic performance
S01437,22,Female,Mansoura,Science,14,50.07,7.0,58.88,Low,35.36,Low engagement and below-average academic performance
S01438,22,Male,Mansoura,English,21,49.1,7.01,78.93,Low,41.34,Low engagement and below-average academic performance
S01445,15,Female,Aswan,Computer Science,23,47.23,5.28,71.47,Low,42.34,Low engagement and below-average academic performance
S01448,15,Male,Alexandria,English,27,26.9,6.85,56.62,Low,36.86,Low engagement and below-average academic performance
S01451,22,Female,Giza,Math,16,46.79,10.61,67.59,Low,35.72,Low engagement and below-average academic performance
S01457,19,Male,Aswan,Science,20,50.01,8.69,70.19,Low,40.84,Low engagement and below-average academic performance
S01458,22,Female,Mansoura,Science,20,46.69,7.2,61.79,Low,39.34,Low engagement and below-average academic performance
S01468,21,Female,Mansoura,Science,15,66.13,8.72,65.38,Low,43.51,Low engagement and below-average academic performance
S01470,17,Female,Mansoura,English,16,61.19,8.4,74.46,Low,42.2,Low engagement and below-average academic performance
S01472,20,Male,Alexandria,Math,20,47.13,5.12,67.4,Low,39.54,Low engagement and below-average academic performance
S01483,19,Female,Alexandria,Computer Science,20,49.01,6.77,60.77,Low,40.39,Low engagement and below-average academic performance
S01493,16,Female,Aswan,Arabic,20,50.95,7.84,62.59,Low,41.26,Low engagement and below-average academic performance
S01495,19,Female,Giza,Computer Science,14,49.4,4.2,66.33,Low,35.06,Low engagement and below-average academic performance
S01500,21,Male,Mansoura,English,21,39.4,7.84,67.08,Low,36.98,Low engagement and below-average academic performance
S01504,22,Female,Aswan,English,25,33.15,9.94,76.58,Low,37.83,Low engagement and below-average academic performance
S01511,18,Female,Assiut,Science,14,69.44,7.42,62.33,Low,44.08,Low engagement and below-average academic performance
S01512,17,Female,Alexandria,Computer Science,15,44.72,6.0,71.64,Low,33.87,Low engagement and below-average academic performance
S01515,17,Female,Alexandria,English,14,68.46,7.05,72.43,Low,43.64,Low engagement and below-average academic performance
S01526,17,Female,Cairo,Computer Science,17,55.2,6.39,69.26,Low,40.42,Low engagement and below-average academic performance
S01531,16,Female,Alexandria,Science,13,64.89,6.09,53.41,Low,41.12,Low engagement and below-average academic performance
